"Region","integration","cumulative"
"1","Region","integration","cumulative"
"576","Region9","0.0210036027940345","222"
"577","Region9","0.0207903475322721","222"
"578","Region9","0.0206144957983193","222"
"579","Region9","0.0205581021048897","221"
"580","Region9","0.0204479875668094","220"
"581","Region9","0.0200614377432817","220"
"582","Region9","0.0199827999350082","220"
"583","Region9","0.0197986270620328","220"
"584","Region9","0.0195121707349175","220"
"585","Region9","0.0194799151108032","219"
"586","Region9","0.0194679102433007","219"
"587","Region9","0.01946434187021","218"
"588","Region9","0.0194374509594983","218"
"589","Region9","0.0194075231913554","218"
"590","Region9","0.0194054104086321","217"
"591","Region9","0.0191941730604682","217"
"592","Region9","0.0191570036915555","217"
"593","Region9","0.0191477648511544","217"
"594","Region9","0.0190992517259813","216"
"595","Region9","0.019075690726263","216"
"596","Region9","0.0188768453012911","216"
"597","Region9","0.0188657911690198","215"
"598","Region9","0.0188459475908404","214"
"599","Region9","0.0184880476854635","213"
"600","Region9","0.018476253837705","213"
"601","Region9","0.0183796214715936","214"
"602","Region9","0.0181977605041115","213"
"603","Region9","0.0180958137077078","213"
"604","Region9","0.0178552723387711","213"
"605","Region9","0.0177279754606842","213"
"606","Region9","0.0177204168568812","213"
"607","Region9","0.0175458710538888","213"
"608","Region9","0.0175016505541484","213"
"609","Region9","0.0174482341940622","213"
"610","Region9","0.0172553247991516","213"
"611","Region9","0.0170937942866955","212"
"612","Region9","0.0170074482522878","211"
"613","Region9","0.0165089770294091","211"
"614","Region9","0.0164170518603342","210"
"615","Region9","0.0163747710463054","211"
"616","Region9","0.0162651389300867","211"
"617","Region9","0.0161352889917747","211"
"618","Region9","0.0160942346525239","211"
"619","Region9","0.0160074316765405","211"
"620","Region9","0.015943325090538","211"
"621","Region9","0.015884384359632","212"
"622","Region9","0.0158222572926072","212"
"623","Region9","0.0156848803692926","211"
"624","Region9","0.0155548131523838","211"
"625","Region9","0.0154773559884325","211"
"626","Region9","0.0152213681296374","211"
"627","Region9","0.0150859274436375","210"
"628","Region9","0.0150810936846642","209"
"629","Region9","0.0150444978158211","208"
"630","Region9","0.0150289000301399","208"
"631","Region9","0.0150267827866841","208"
"632","Region9","0.0149165556745819","207"
"633","Region9","0.014911140030399","206"
"634","Region9","0.014878150757946","205"
"635","Region9","0.0145761440902989","206"
"636","Region9","0.0145703347160803","206"
"637","Region9","0.0145618671311762","206"
"638","Region9","0.014514791863078","206"
"639","Region9","0.0142862686538964","206"
"640","Region9","0.0141239477994266","206"
"641","Region9","0.0140291859837424","207"
"642","Region9","0.0138910451602375","207"
"643","Region9","0.0137923227380725","206"
"644","Region9","0.0137379318828608","205"
"645","Region9","0.0136707886687576","205"
"646","Region9","0.0136355494697819","205"
"647","Region9","0.0135520991278881","205"
"648","Region9","0.0133644976348703","205"
"649","Region9","0.0133101703491462","205"
"650","Region9","0.0131840122635939","204"
"651","Region9","0.0130402204147145","204"
"652","Region9","0.01294863714287","203"
"653","Region9","0.0128252631578947","203"
"654","Region9","0.0126794761571233","203"
"655","Region9","0.0126176883567293","202"
"656","Region9","0.0123638322387708","202"
"657","Region9","0.0123302329245008","202"
"658","Region9","0.0123027986702662","202"
"659","Region9","0.012202313167239","201"
"660","Region9","0.0121713450491775","201"
"661","Region9","0.0121562795423898","201"
"662","Region9","0.0119047330547674","201"
"663","Region9","0.0118698997614333","200"
"664","Region9","0.0118034460767046","200"
"665","Region9","0.0117253440701854","199"
"666","Region9","0.0117230535954086","198"
"667","Region9","0.0114840587700406","198"
"668","Region9","0.0114696030759909","197"
"669","Region9","0.011353726171943","197"
"670","Region9","0.0111459831611805","197"
"671","Region9","0.0110864434204228","197"
"672","Region9","0.011029532531898","197"
"673","Region9","0.0109752678048952","197"
"674","Region9","0.0107830560897674","197"
"675","Region9","0.0107499915235191","197"
"676","Region9","0.0107351686656137","196"
"677","Region9","0.010609866984567","196"
"678","Region9","0.0106020729348962","195"
"679","Region9","0.0105416792503402","195"
"680","Region9","0.0104673726965555","194"
"681","Region9","0.0103628208683598","194"
"682","Region9","0.0102929923279084","194"
"683","Region9","0.0102895043437344","193"
"684","Region9","0.0102567133588945","192"
"685","Region9","0.0101355730385018","192"
"686","Region9","0.0100763260150859","192"
"687","Region9","0.0100372546280116","192"
"688","Region9","0.0100169881489842","192"
"689","Region9","0.00997371668620906","191"
"690","Region9","0.00987534835568971","190"
"691","Region9","0.00985948573894979","190"
"692","Region9","0.00966374393278518","190"
"693","Region9","0.0096306559882734","191"
"694","Region9","0.00927624449944003","192"
"695","Region9","0.00926543509843847","191"
"696","Region9","0.00913159988719336","191"
"697","Region9","0.0090536945362456","191"
"698","Region9","0.00889681586830815","191"
"699","Region9","0.0088751585717648","192"
"700","Region9","0.00884022358345848","191"
"701","Region9","0.00869780896030525","191"
"702","Region9","0.00848368013312356","191"
"703","Region9","0.00839519889130086","192"
"704","Region9","0.0083726328117012","191"
"705","Region9","0.00832944308764172","190"
"706","Region9","0.00822965128728825","189"
"707","Region9","0.00817477887019008","189"
"708","Region9","0.00798116934540316","188"
"709","Region9","0.00786578777082264","187"
"710","Region9","0.0077918352313005","186"
"711","Region9","0.00766485207086087","185"
"712","Region9","0.00756279406380977","185"
"713","Region9","0.00746163984020554","184"
"714","Region9","0.00739957591685891","184"
"715","Region9","0.0073938518316603","183"
"716","Region9","0.00736958663174259","183"
"717","Region9","0.00723796362329326","182"
"718","Region9","0.00721746026100706","181"
"719","Region9","0.00695450774597672","181"
"720","Region9","0.0068224723619002","181"
"721","Region9","0.00656244992076227","180"
"722","Region9","0.0065535401320852","180"
"723","Region9","0.00633764190433866","180"
"724","Region9","0.00629616666618166","179"
"725","Region9","0.00620139320982499","179"
"726","Region9","0.00614151073516783","180"
"727","Region9","0.00613892174634278","180"
"728","Region9","0.00610319599537928","181"
"729","Region9","0.00594142425085281","180"
"730","Region9","0.00588415254617852","181"
"731","Region9","0.00586982226236166","181"
"732","Region9","0.00581580552489308","180"
"733","Region9","0.00564021247380436","180"
"734","Region9","0.00555475760745361","179"
"735","Region9","0.00554715561276814","178"
"736","Region9","0.00554219597233846","178"
"737","Region9","0.00552515756995242","177"
"738","Region9","0.00548311281616071","176"
"739","Region9","0.00543503512265064","176"
